ANO,TURNO,MUNICÍPIO,CANDIDATO,PARTIDO,VOTOS,LOCAL DE VOTAÇÃO,BAIRRO,REGIONAL
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,93,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,89,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,95,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,106,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,142,CENTRO UNIVERSITÁRIO ESTÁCIO - CAMPUS PARANGABA,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,EEMTI ESTADO DO AMAZONAS,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOSE JULIO DA PONTE,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,140,CENTRO EDUCACIONAL BRASILEIRINHO,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,117,EDUCANDARIO FELIPE DOS SANTOS,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,152,EEFM JOAO PAULO II,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,114,ESCOLA UMA JANELA PARA O MUNDO,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,103,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,137,CENTRO EDUCACIONAL BRASILEIRINHO,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,127,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,ESCOLA MUNICIPAL PROFESSORA MARIA LIDUÍNA CORREA LEITE,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,117,ESCOLA MUNICIPAL DONA DAGMAR GENTIL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,COLÉGIO LUCÊ,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,COLÉGIO ELITE,MONTESE,4
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,143,CENTRO EDUCACIONAL BRASILEIRINHO,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA PEQUENO PRINCIPE,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,142,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,EEMTI SENADOR FERNANDES TÁVORA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,126,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,COLÉGIO PROFESSORA JEMINA GÓIS,DEMOCRITO ROCHA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,120,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,COLÉGIO LUNA RANGEL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,ESCOLA MUNICIPAL PRESIDENTE KENNEDY,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,EEFM JOAO PAULO II,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,85,CENTRO UNIVERSITÁRIO ESTÁCIO - CAMPUS PARANGABA,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,ESCOLA MUNICIPAL PROFESSORA MARIA LIDUÍNA CORREA LEITE,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,EEMTI SENADOR FERNANDES TÁVORA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,COLÉGIO LUCÊ,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,138,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,120,COLEGIO CHRISTUS,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,EDUCANDARIO FELIPE DOS SANTOS,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,EEMTI SENADOR FERNANDES TÁVORA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,COLÉGIO PROFESSORA JEMINA GÓIS,DEMOCRITO ROCHA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,114,COLÉGIO ELITE,MONTESE,4
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,141,COLÉGIO LUNA RANGEL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,138,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,119,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,COLEGIO CHRISTUS,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,EEMTI SENADOR FERNANDES TÁVORA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,133,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,COLÉGIO ELITE,MONTESE,4
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,ESCOLA MUNICIPAL PROFESSORA MARIA LIDUÍNA CORREA LEITE,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,129,EEEP JÚLIA GIFFONI,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,151,ESCOLA UMA JANELA PARA O MUNDO,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,140,COLÉGIO LUNA RANGEL,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,COLÉGIO PROFESSORA JEMINA GÓIS,DEMOCRITO ROCHA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,138,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,136,CENTRO EDUCACIONAL BRASILEIRINHO,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,89,ESCOLA MUNICIPAL JOSÉ NAURI BRAGA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,EDUCANDARIO FELIPE DOS SANTOS,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,105,COLÉGIO PROFESSORA JEMINA GÓIS,DEMOCRITO ROCHA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,EEMTI ANTONIETA SIQUEIRA,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,136,ESCOLA MUNICIPAL PROFESSORA MARIA LIDUÍNA CORREA LEITE,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,86,ESCOLA MUNICIPAL JOSÉ NAURI BRAGA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,105,COLÉGIO DA POLÍCIA MILITAR DO CEARÁ GENERAL EDGARD FACÓ,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,138,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,EEFM JOAQUIM ALVES,DEMOCRITO ROCHA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,98,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,ESCOLA UMA JANELA PARA O MUNDO,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,ESCOLA MUNICIPAL PROFESSORA MARIA LIDUÍNA CORREA LEITE,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,CENTRO EDUCACIONAL BRASILEIRINHO,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,103,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,93,ESCOLA ESPAÇO VIVÊNCIA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,107,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,94,ESCOLA ESPAÇO VIVÊNCIA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,EEMTI PROFESSOR PAULO FREIRE,HENRIQUE JORGE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,COLÉGIO DA POLÍCIA MILITAR DO CEARÁ GENERAL EDGARD FACÓ,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,ESCOLA MUNICIPAL MURILO SERPA,DOM LUSTOSA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,140,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,110,ESCOLA MUNICIPAL JOSÉ NAURI BRAGA,BELA VISTA,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,139,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,145,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,COLÉGIO DA POLÍCIA MILITAR DO CEARÁ GENERAL EDGARD FACÓ,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,CENTRO DE FORMAÇÃO E DESENV. PARA PROFISSIONAIS DA EDUCAÇÃO - FORMACE,JOÃO XXIII,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,133,COLÉGIO LUCÊ,JÓQUEI CLUBE,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO,PICI,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,63,COLÉGIO AFONSO ANDRADE,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,69,COLÉGIO AFONSO ANDRADE,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,66,COLÉGIO AFONSO ANDRADE,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,85,ESCOLA MARIA ÍRIS DE PAULA AMARAL,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,ESCOLA MARIA ÍRIS DE PAULA AMARAL,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,98,ESCOLA MARIA ÍRIS DE PAULA AMARAL,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,73,ESCOLA MARIA ÍRIS DE PAULA AMARAL,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,99,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,129,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,117,CEJA ADELINO DE ALCANTARA FILHO - UV-6,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,93,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,90,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,81,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,92,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,77,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,87,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,71,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,76,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,83,CCDH - CENTRO DE CIDADANIA E DIREITOS HUMANOS (ANTIGO LUCIO ALCANTARA),CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,132,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,123,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,142,EMEIF AUTRAN NUNES,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,129,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,134,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,135,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,145,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,139,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,128,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,COLÉGIO LUÍZA TÁVORA,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,73,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,65,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,85,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,69,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,71,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,78,EEEP PROFESSOR CESAR CAMPELO,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,107,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,105,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,103,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,95,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,119,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,EEF GOVERNADOR FAUSTINO ALBUQUERQUE - UV1,CONJUNTO CEARÁ I,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,119,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,126,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,EM BERGSON GURJÃO FARIAS,AUTRAN NUNES,11
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,77,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,87,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,83,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,95,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,110,INSTITUTO EDUCACIONAL JOSE DE ALENCAR,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,EEFM MARIO HUGO CIDRAK DO VALE,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,EEFM MARIO HUGO CIDRAK DO VALE,ANTÔNIO BEZERRA,3
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,EMTI MARIA DA HORA,AUTRAN NUNES,11
